No,lat,lon,first,last
N3040,/,/,1,1
N3041,/,/,1,11
N3042,8~10,131~134,1,1
N3043,8~14,146~155,18,30
S2364,/,/,1,8
S2365,7~9,356~2,6,13
S2366,8~13,346~355,6,11
S2367,14~16,341~342,6,11
S2368,5~12,321~329,7,14
S2369,11~12,336~338,9,9
S2370,14~16,181~188,18,25
S2371,0~10,85~98,23,30
S2372,11~13,86~89,25,30
S2373,3,80,30,30
