no,lat,lon,first,last
N3259,/,/,1,6
N3261,38~40,127~137,2,7
N3262,18,33,3,6
N3263,19~22,91~96,6,10
N3264,14~15,145~146,21,30
N3265,18~19,184~189,22,27
N3266,19,244,23,23
N3267,11,216,23,23
N3268,21,143,24,26
N3269,29,107,29,29
S2620,/,/,1,1
S2621,25,157,2,2
S2622,19~22,356~0,5,14
S2623,24,212,20,20
S2624,23~27,129~135,23,27
S2625,30~31,155~159,26,26
