no,ns,lat
2403,N,17
2404,N,8
2405,N,11
2406,N,16
2407,S,11~13
2408,N,9
2409,N,21
2410,N,23~27
2411,S,14
2412,S,1
2413,S,10
2414,N,18
2415,S,7
2416,N,18~20
2417,S,10
2418,N,23
2419,N,6
2420,N,25
2421,N,23
2422,N,8
2423,S,20~21
2424,N,13
2425,S,5
2426,N,9
2427,N,10
2428,S,7
