no,lat,lon,first,last
N3088,/,/,2,4
N3092,11,130,2,2
N3093,10~12,266~274,13,22
N3094,4~5,183~191,26,30
S2412,/,/,2,3
S2414,11~13,154~159,2,3
S2415,14,171,4,4
S2416,8~13,149~160,22,30
S2417,9~11,231~237,23,26
S2418,10~11,201~206,24,29
S2419,14,240~244,25,26
S2420,15~16,150~153,28,30
S2421,9~11,175~182,29,30
