No,lat,lon,first,last
N6485,10~11,17~23,mar.19,mar.22
N6486,13~15,348~355,mar.19,mar.27
S6293,13~15,274~282,mar.1,mar.8
S6294,17,289,mar.3,mar.3
S6295,6~9,262~267,mar.5,mar.8
S6296,22~24,210~212,mar.5,mar.5
S6297,14~15,87~90,mar.12,mar.15
S6298,13~19,25~36,mar.15,mar.23
S6299,14,39,mar.20,mar.20
S6300,14~18,270~280,mar.27,apr.3
S6301,1~2,263~267,mar.31,apr.4
