no,ns,lat
1709,N,11
1710,S,12
1711,N,9
1712,N,22
1713,N,19
1714,N,28
1715,N,22
1716,N,5~9
1717,N,13
1718,N,16~19
1719,N,10
1720,N,11
1721,N,28~30
1722,N,10~14
1723,N,10~20
1724,N,30
1725,N,21
1726,N,17
1727,S,32~33
1728,N,7~9
1729,S,6
1730,S,4
1731,S,9~11
1732,S,6~8
1733,N,9
1734,N,17
1735,N,10~12
