No,lat,lon,first,last
N3023,1,87,2,2
N3024,14~16,115~117,4,4
N3025,15,28,7,7
N3026,10~14,14~18,7,17
N3027,5~7,12~15,7,16
N3028,12~13,28~32,9,13
N3029,14~15,6,9,9
N3030,14~17,27~34,15,16
N3031,10~11,301~303,17,17
N3032,5~10,132~146,23,28
N3033,6~7,191~194,26,28
S2351,3,88,2,2
S2352,5~8,72~76,2,7
S2353,4,335,9,15
S2354,13~17,303~310,10,21
S2355,15~17,14~16,12,13
S2356,8~10,286~290,13,17
S2357,14~16,260~263,21,23
S2358,19,183,21,23
S2359,12~13,173~177,23,28
