no,ns,lat
2243,S,6~8
2244,N,7
2245,N,30
2246,N,29
2247,N,10
2248,N,5
2249,N,10~12
2250,N,11
2251,N,20
2252,N,16
2253,S,18
2254,S,11
2255,N,16
2256,S,11~15
2257,N,15
2258,S,5
2259,N,18
2260,N,20
2261,N,11
2262,N,6
2263,S,13
2264,N,20
2265,N,18~20
2266,S,0
2267,N,8
2268,S,8
2269,S,13
2270,S,14~16
2271,N,5
2272,N,25~28
2273,N,5~10
