no,lat,lon,first,last
N6105,8,161,dec.2,dec.2
N6106,3,40,dec.2,dec.3
N6107,17~20,17~27,dec.2,dec.10
N6108,15~20,351~4,dec.3,dec.14
N6109,8~10,355~357,dec.3,dec.14
N6110,14~15,75~78,dec.4,dec.4
N6111,22~23,30~32,dec.7,dec.7
N6112,5~12,300~313,dec.7,dec.19
N6113,20~21,283~286,dec.16,dec.19
N6114,4~5,294~298,dec.19,dec.19
N6115,16~17,186~188,dec.19,dec.21
S5737,4~8,114~120,dec.2,dec.5
S5738,18,96~97,dec.2,dec.2
S5739,5,78,dec.2,dec.2
S5740,6~12,63~70,dec.2,dec.7
S5741,16~17,50~54,dec.2,dec.2
S5742,4~6,40~49,dec.2,dec.10
S5743,11~13,71~72,dec.3,dec.4
S5744,20,21,dec.3,dec.5
S5745,16~19,331~348,dec.5,dec.16
S5746,13,69,dec.6,dec.6
S5747,19~20,57~59,dec.6,dec.7
S5748,16,21,dec.7,dec.7
S5749,9~13,358~6,dec.10,dec.14
S5750,12~13,336~337,dec.10,dec.10
S5751,25~29,329~337,dec.10,dec.14
S5752,14~16,325~330,dec.10,dec.14
S5753,20~22,309~313,dec.10,dec.10
S5754,6~7,289~294,dec.10,dec.10
S5755,1~9,262~275,dec.10,dec.21
S5756,15~18,255~262,dec.10,dec.20
S5757,5,250,dec.13,dec.13
S5758,25,286,dec.14,dec.14
S5759,17,264~273,dec.16,dec.21
S5760,8~11,256~260,dec.16,dec.17
S5761,18~19,244~252,dec.16,dec.21
S5762,7~13,183~200,dec.16,dec.24
S5763,6,209,dec.17,dec.17
S5764,6,245,dec.19,dec.21
S5765,7~9,158~161,dec.19,dec.24
S5766,20~21,146~155,dec.19,dec.24
S5767,11~17,139~148,dec.19,dec.31
S5768,7~10,211~220,dec.20,dec.24
S5769,24,197,dec.21,dec.21
S5770,18,184~185,dec.22,dec.22
S5771,13~21,88~109,dec.22,jan.2
S5772,13,214,dec.24,dec.24
S5773,10~18,68~84,dec.24,jan.5
S5774,9,80,dec.30,dec.31
S5775,4~5,58~62,dec.30,jan.2
S5776,6~14,1~16,dec.30,jan.8
S5777,8~12,338~352,dec.31,jan.11
S5778,14~18,333~349,dec.31,jan.11
