No,lat,lon,first,last
N3242,24,266,3,3
N3243,16~17,201~202,3,12
N3244,18~21,197~202,8,13
N3245,23~24,264~266,26,29
N3246,19~20,311~315,28,29
S2604,21,58,17,17
S2605,28~30,48~51,22,23
