no,ns,lat
157,S,20
192,N,27
193,N,27
194,N,15
195,N,19~23
158,S,21
196,N,22
159,S,13~20
160,S,16
161,S,29
197,N,27~31
198,N,22
162,S,20
199,N,25
200,N,49
201,N,38
163,S,17~20
164,S,20~26
202,N,29~31
165,S,23~26
203,N,21
166,S,19
204,N,27
167,S,29
205,N,21~22
206,N,14~21
207,N,33~37
168,S,21~23
169,S,25
170,S,18
