no,ns,lat
195,S,20~21
233,N,18~20
196,S,21
197,S,14~16
198,S,20
199,S,22
234,N,22
235,N,26
200,S,21
236,N,22
237,N,19
201,S,8~10
238,N,19
202,S,43
239,N,14~17
240,N,32
241,N,17
203,S,18
204,S,29
205,S,26
242,N,32
243,N,40
206,S,23
207,S,27~28
244,N,14
208,S,14~16
209,S,17
245,N,16~22
