No,lat,lon,first,last
N1739,/,/,1,3
N1743,/,/,2,2
N1744,30?,157~159,5,10
N1745,21~24,347~356,6,16
N1746,12?,4?,12,12
N1747,29,333,13,13
N1748,5~10,255~260,13,26
N1749,30,345,14,14
N1750,20~25,224~237,16,27
N1751,18~20,290~296,20,21
N1752,21~26,153~165,21,30
N1753,19~20,244~246,25,26
N1754,33~34,66~71,29,30
S1206,18~20,59~65,5,13
S1207,19,55,5,12
S1208,20,355,7,8
S1209,15,38,11,12
S1210,14~16,139~146,28,30
