no,lat,lon,first,last
N6492,7~10,47~60,jun.6,jun.12
N6493,6,45,jun.11,jun.11
N6494,0~1,274~275,jun.19,jun.19
N6495,2~7,201~211,jun.19,jun.28
N6496,10~11,106~111,jun.30,jun.30
N6497,7,68,jun.30,jun.30
S6307,1~p1,129~138,jun.6,jun.7
