no,lat,lon,first,last
N1670,/,/,1,10
N1671,19~23,294~284,5,13
N1672,29,310,6,6
N1673,20~25,139~125,12,23
N1674,19~22,65~59,20,29
N1675,28,33,20,25
N1676,24,14,23,23
N1677,29~30,113~105,25,25
N1678,20~22,295~291,28,30
N1679,30~31,340~338,29,30
N1680,23,358,30,30
N1681,29,330,30,30
S1193,26,298,2,3
