No,lat,lon,first,last
N5004,8,67,sep.1,sep.1
N5005,3,38,sep.2,sep.5
N5006,0~2,49~52,sep.3,sep.6
N5007,10,105~107,sep.6,sep.8
S4481,11~13,93~101,sep.3,sep.6
S4482,2,50,sep.3,sep.4
S4483,1,29,sep.8,sep.8
S4484,4,333,sep.8,sep.11
S4485,8,246,sep.22,sep.23
