no,lat,lon,first,last
N6489,8~11,26~36,may.17,may.19
N6490,8,332~333,may.19,may.19
N6491,8~9,159~163,may.30,jun.1
S6304,10~11,205~208,may.5,may.6
S6305,3~5,51~53,may.8,may.10
S6306,12~18,358~6,may.17,may.22
