No,lat,lon,first,last
N5043,2,100~102,mar.2,mar.4
N5044,1~2,31~35,mar.6,mar.9
N5045,3,38,mar.7,mar.7
N5046,5,31,mar.7,mar.7
N5047,1~2,106~108,mar.24,mar.30
N5048,3~4,101~102,mar.29,mar.29
S4555,0~3,33,mar.1,mar.12
S4556,16,41,mar.15,mar.15
