No,lat,lon,first,last
N3119,3~5,123~134,6,13
N3120,4~7,56~69,8,19
S2470,11~16,157~170,1,10
S2471,14,201,2,2
S2472,13~14,206~207,3,7
S2473,12~14,140~143,6,10
S2474,7~8,162~167,10,10
S2475,14~17,347~354,13,23
S2476,14~15,62~63,15,15
S2477,11~12,180~181,26,29
S2478,13~18,152~166,29,30
S2479,18,152,29,30
