no,lat,lon,first,last
N6522,6~7,9~16,nov.17,nov.22
N6523,6~8,262~266,nov.28,dec.5
S6323,9~11,146~150,nov.6,nov.18
S6324,7,191,nov.11,nov.11
S6325,7~9,95~100,nov.12,nov.18
S6326,4,52~55,nov.17,nov.17
