no,lat,lon,first,last
N5034,5,352,aug.27,aug.27
N5035,6~7,6~9,aug.31,aug.31
S4537,0~2,232~234,aug.9,aug.10
S4538,10,171~174,aug.18,aug.18
S4539,18~19,183~187,aug.20,aug.20
