no,lat,lon,first,last
N3097,4~6,309~314,8,15
N3098,9,251,10,12
N3099,5~8,257~262,14,18
N3100,4~6,193~200,19,24
N3101,12~13,177~180,20,29
S2426,15~17,41~45,2,5
S2427,11~15,246~249,8,19
S2428,15~16,218~220,11,20
S2429,16~18,194~220,12,23
S2430,13~17,172~180,14,20
S2431,19,182,15,18
S2432,23,195,17,17
S2433,16~17,182~190,23,24
S2434,1~2,51~53,31,31
