No,lat,lon,first,last
N3081,/,/,1,2
N3083,/,/,1,2
N3084,/,/,1,6
N3085,/,/,1,9
N3086,12,42~43,15,18
N3087,19,193,23,26
N3088,9~12,166~169,24,31
N3089,14,155,25,31
N3090,13~14,250~253,26,26
N3091,0,116,29,31
S2407,/,/,1,6
S2408,/,/,1,6
S2409,10,145~150,6,10
S2410,2~3,68~69,9,9
S2411,5~6,33~37,16,18
S2412,12~15,199~207,23,31
S2413,20,178,31,31
