No,lat,lon,first,last
N3219,/,/,1,7
N3221,30~32,125~132,1,5
N3222,29~32,122~125,6,7
N3223,25~32,182~192,22,30
N3224,22~21,229~231,23,23
S2589,/,/,1,7
S2590,25~29,280~290,12,21
S2591,10,261~263,12,22
S2592,26,211,17,17
S2592,24,209,19,23
S2593,23,184,22,22
S2594,28,122,23,27
