no,ns,lat
67,S,16
107,N,27
108,N,15
68,S,26~28
69,S,24
109,N,22~27
110,N,32
70,S,34
111,N,31
71,S,16~19
72,S,22
73,N,23
113,N,31
114,N,25~27
73,S,21~23
74,S,23
