No,lat,lon,first,last
N3183,/,/,1,1
N3184,7~10,253~268,1,7
N3185,7,284,4,4
N3186,8~10,272~274,4,7
N3187,10~11,253,4,5
N3188,2,137,16,16
N3189,8~10,85~92,18,22
N3190,2,86~90,22,22
N3191,6,26~28,22,22
S2549,7~8,163~169,7,17
S2550,8,97,14,14
