No,lat,lon,first,last
N1605,/,/,1,1
N1606,29~30,128~126,5,5
N1607,18,99,10,11
N1608,26,6,14,18
N1609,30,357,14,18
N1610,24~26,344~349,19,21
N1611,12,173,26,30
S1178,/,/,1,1
