no,ns,lat
2198,N,13
2199,S,9
2200,N,7
2201,S,19~20
2202,S,11
2203,N,3
2204,N,27
2205,N,7~11
2206,S,12
2207,N,25
2208,S,10~12
2209,N,10
2210,S,5
2211,N,21~24
2212,N,8
2213,S,15~17
2214,S,12
2215,N,10~13
2216,S,1~5
2217,S,10
2218,N,5~7
2219,N,15
2220,N,11
