no,lat,lon,first,last
N8102,20,182,jun.5,jun.5
N8103,20,125,jun.10,jun.11
N8104,22~26,95~103,jun.12,jun.12
N8105,25~30,300~309,jun.17,jun.24
N8106,20,332~335,jun.19,jun.19
S8069,18~20,193~201,jun.1,jun.6
S8070,19~21,139~146,jun.10,jun.11
S8071,24,122,jun.10,jun.10
S8072,22~23,106~112,jun.10,jun.12
S8073,17~18,143~144,jun.28,jul.8
