No,lat,lon,first,last
N3213,12~16,125~130,4,14
N3214,23~25,69~75,11,14
N3215,14~16,125~130,29,30
S2583,25,14~20,15,21
S2584,11~12,261~266,19,25
S2585,9,223~222,27,27
