no,ns,lat
1966,N,15
1967,N,14
1968,N,4~8
1969,S,15~18
1970,N,13
1971,N,22
1972,S,15~19
1973,N,3
1974,S,15
1975,N,19
1976,S,5
1977,N,26
1978,N,11
1979,N,10
1980,S,14
1981,N,14
1982,N,27
1983,S,8~10
1984,N,7
1985,N,12
1986,S,20
1987,S,14
1988,N,2
1989,S,8~10
1990,N,17
1991,N,23~24
1992,S,5
1993,N,16~17
1994,N,14
1995,N,8
1996,N,7
1997,S,3
1998,S,16
1999,S,9
2000,N,4~7
