no,lat,lon,first,last
N6518,12,233,oct.6,oct.6
N6519,6~7,230~236,oct.9,oct.14
N6520,7~8,196~200,oct.17,oct.18
N6521,9~11,1~9,oct.22,oct.27
S6318,8~11,175~180,oct.7,oct.18
S6319,16~17,155~159,oct.11,oct.14
S6320,8~12,139~150,oct.11,oct.22
S6321,2,132~134,oct.18,oct.18
S6322,9~10,12~18,oct.22,oct.27
