no,lat,lon,first,last
N1663,/,/,1,1
N1665,/,/,1,1
N1666,25,348~351,5,10
N1667,15~20,142~151,16,27
N1668,23~24,225~228,18,20
N1669,21,58~63,30,30
N1670,24~28,325~341,30,30
