no,ns,lat
774,N,12
740,S,14
775,N,38~39
776,N,8
777,N,34
778,N,15~16
779,N,20
780,N,11~12
741,S,17
742,S,28~27
781,N,26
743,S,4~5
744,S,11
745,S,11~12
782,N,13
783,N,20~21
784,N,7
746,S,7
747,S,15~18
748,S,8~9
749,S,11
785,N,19
786,N,20~23
750,S,23
751,S,13~14
752,S,13~17
787,N,11~16
788,N,32~35
789,N,41
790,N,7
791,N,29
753,S,16
792,N,14
793,N,18
754,S,5~7
