No,lat,lon,first,last
N1678,/,/,1,9
N1679,/,/,1,5
N1681,/,/,1,1
N1682,22~24,356~352,3,8
N1683,19,248~245,3,4
N1684,30,353,4,8
N1685,31,240,5,5
N1686,12~13,241~239,6,6
N1687,28,103,13,13
N1688,22~24,179~167,18,18
N1689,18~20,126~122,19,19
N1690,14~17,6~358,26,27
N1691,24~27,329~318,26,28
N1692,4~6,309~302,26,28
N1693,28,268,28,28
S1194,22,331~333,1,6
S1195,19~20,66~63,19,26
