no,ns,lat
352,S,24~27
356,N,13
353,S,12
354,S,11
355,S,15~20
356,S,25~28
357,S,28~32
357,N,10~17
358,N,19
358,S,21
359,N,17
359,S,7
360,S,16~19
361,S,12~17
362,S,14
363,S,17
364,S,17
360,N,24
365,S,20~26
361,N,9~12
366,S,13
367,S,15~20
362,N,32
363,N,31
368,S,39
369,S,18
370,S,14
371,S,8~12
364,N,14~21
372,S,10
373,S,19
365,N,18~21
374,S,17~22
375,S,42
376,S,24
377,S,20~22
378,S,15~18
379,S,18~22
