no,ns,lat
1827,N,36
1828,S,6~11
1829,N,9
1830,S,11
1831,N,13~16
1832,S,16~21
1833,N,9
1834,N,6
1835,N,19~24
1836,N,10~15
1837,S,3
1838,N,22
1839,N,15~18
1840,N,10
1841,S,7
1842,N,10~13
1843,S,15
1844,N,3
1845,S,16
1846,N,28
1847,N,26
1848,N,6
1849,S,6
1850,N,13
1851,N,18
1852,N,10~11
1853,S,15
1854,N,32
1855,S,15
1856,S,21
1857,S,11~13
1858,N,28
1859,N,26
