no,lat,lon,first,last
N8115,10~13,350~356,aug.4,aug.15
N8116,24~27,104~109,aug.5,aug.7
N8117,21~23,11~17,aug.10,aug.10
N8118,19,339,aug.10,aug.10
N8119,14~15,301~305,aug.13,aug.13
N8120,17~19,344~350,aug.15,aug.16
N8121,27,286,aug.15,aug.15
N8122,29,273,aug.16,aug.16
N8123,12~13,82~85,aug.24,sep.5
N8124,26~28,100~106,aug.29,sep.3
S8075,16,2,aug.6,aug.10
S8076,23,204,aug.16,aug.19
