No,lat,lon,first,last
N8054,26~28,249~251,jan.4,jan.5
S8027,7,241~242,jan.2,jan.4
S8028,11,236,jan.5,jan.5
S8029,6,174,jan.11,jan.11
S8030,8~11,247~251,jan.30,feb.4
