no,lat,lon,first,last
N6632,24~26,219~225,feb.3,feb.6
N6633,20~22,359~3,feb.16,feb.19
N6634,24,331~333,feb.16,feb.18
N6635,28~29,239~240,feb.23,feb.23
S6413,29,200~202,feb.2,feb.2
S6414,23,121,feb.3,feb.13
S6415,18~20,211~215,feb.6,feb.8
S6416,37~39,91~94,feb.9,feb.11
S6417,23~27,29~41,feb.11,feb.22
S6418,19~22,14~19,feb.13,feb.23
S6419,31~33,275~278,feb.21,feb.21
S6420,21~23,331~335,feb.23,feb.23
