no,ns,lat
2142,S,14~16
2143,S,19
2144,N,16~17
2145,S,14~17
2146,S,18
2147,N,27~29
2148,N,17~20
2149,N,0~2
2150,N,11~14
2151,S,7
2152,S,22
2153,N,5~7
2154,S,20
2155,N,25~27
2156,N,3~10
2157,N,11
2158,N,7
2159,S,3
2160,S,17~20
2161,S,3
2162,S,25
2163,S,10
2164,S,11
2165,S,12
2166,N,22~24
