no,ns,lat
2033,N,22
2034,N,25
2035,N,30
2036,S,13~18
2037,S,8
2038,N,6
2039,N,28
2040,S,15~17
2041,N,6
2042,N,18
2043,N,8
2044,N,8
2045,N,15
2046,N,11
2047,N,1
2048,S,9
2049,N,5
2050,S,16~18
2051,N,14~18
2052,N,23
2053,N,21
2054,N,20~24
2055,N,5
2056,N,7~12
2057,N,22~23
2058,N,12
2059,,
