no,lat,lon,first,last
N1590,31?,179?,7,7
N1591,23,62~59,16,16
N1592,5~7,97~99,19,21
N1593,33~35,354~344,19,30
N1594,22~25,252~264,28,31
N1595,2,259,28,30
N1596,4~5,272~269,29,30
S1176,5~6,100~97,10,15
S1177,8~9,29~23,19,23
