no,ns,lat
280,S,17
281,S,16~17
282,S,21~23
283,S,11~12
284,S,14
285,S,24~25
287,S,24
288,S,20
303,N,21
304,N,21~22
289,S,21
290,S,18~20
291,S,18~23
305,N,12
306,N,21
292,S,26
293,S,12
294,S,23
308,N,4~7
309,N,18
310,N,14~17
311,N,19
312,N,0~1
295,S,23~25
313,N,29~31
314,N,28
296,S,2
297,S,16
298,S,28
299,S,12
315,N,20
300,S,11
301,S,6
302,S,9
