no,lat,lon,first,last
N3283,/,/,1,13
N3284,19~20,66~69,1,1
N3285,21,52,1,1
N3286,13~15,340~346,2,7
N3287,19,242~245,7,12
N3288,5~10,190~203,11,21
N3289,13~16,199~210,11,20
N3290,24,114,16,21
N3291,22~23,149,23,24
N3292,26~28,58~66,24,28
N3293,13~16,342~347,26,30
N3294,29~32,333~342,27,28
N3295,16~17,42~47,28,30
N3296,19~22,297~301,30,30
S2629,/,/,1,1
S2630,/,/,1,1
S2631,20~25,94~104,18,28
S2632,20,24,24,24
S2633,20,6~11,26,26
S2634,23,115,27,27
S2635,19~23,298~307,30,30
