no,ns,lat
794,N,14~15
795,N,11~13
796,N,8~11
797,N,15
755,S,18~19
756,S,10
757,S,12
798,N,3~4
799,N,14
758,S,5~7
759,S,13
760,S,8
761,S,2
800,N,27
801,N,7
762,S,28
763,S,14~19
802,N,7~11
803,N,20~23
804,N,17~18
764,S,19
765,S,16~17
805,N,8~9
806,N,12
766,S,21
807,N,8
808,N,11~12
767,S,13~19
809,N,20~25
810,N,10~14
768,S,10
769,S,19~22
770,S,11~13
811,N,17~20
812,N,11
813,N,21~22
814,N,7~9
771,S,4~5
815,N,18~20
816,N,18
