No,lat,lon,first,last
N5038,11~14,216~222,nov.8,nov.9
N5039,2,28,nov.13,nov.14
N5040,1~2,3~7,nov.18,nov.21
S4543,8~10,69~74,nov.9,nov.15
S4544,7~10,29~38,nov.14,nov.23
