no,ns,lat
717,S,18
718,S,7
719,S,13
756,N,12
757,N,18
758,N,8~9
759,N,16~22
760,N,12~14
720,S,13
721,S,8
722,S,12~15
723,S,17
724,S,23~28
725,S,3
761,N,24~26
762,N,19~22
726,S,0~4
727,S,7~15
728,S,7
729,S,19~20
730,S,9
763,N,18~19
764,N,7
765,N,0~1
766,N,16~17
731,S,32
767,N,31
732,S,14
733,S,11~14
734,S,8~10
735,S,4
768,N,37~38
769,N,43
770,N,20
771,N,4~11
736,S,37
737,S,16~18
738,S,12~17
772,N,17
739,S,20
773,N,11
