No,lat,lon,first,last
N3002,/,/,1,2
N3003,5~7,199~207,11,13
N3004,8~9,53~55,17,18
N3005,13,336,28,28
S2310,/,/,1,1
S2314,/,/,1,2
S2316,/,/,1,2
S2317,/,/,1,2
S2318,5,287,5,7
S2319,11~12,247~250,5,5
S2320,3,75~77,11,18
S2321,12~14,55~60,12,24
S2322,5~7,346~351,18,24
S2323,14~17,42~49,19,24
S2324,4~7,0~12,20,28
S2325,8~9,322~325,20,29
S2326,2~5,296~299,21,29
S2327,15,9,24,24
S2328,11~12,259~261,24,29
S2329,12,317,26,26
S2330,15~16,280~286,28,29
