no,ns,lat
400,N,32
401,N,24
402,N,30
403,N,8
420,S,20
404,N,15
405,N,15
406,N,29
407,N,13
421,S,10
422,S,35
408,N,16
423,S,18
409,N,11~14
424,S,10
410,N,11
411,N,20
425,S,14
426,S,30
427,S,8
428,S,32
429,S,20~22
430,S,17
431,S,9
432,S,22
412,N,30
413,N,32
414,N,14~19
433,S,12
415,N,20
416,N,10~13
434,S,14
435,S,25
417,N,13
436,S,13
418,N,10~11
419,N,22
420,N,11~16
437,S,28~30
438,S,8
421,N,11~13
422,N,23
439,S,18
