no,lat,lon,first,last
N1639,/,/,1,5
N1640,12,208?,10,10
N1641,18,55?,10,10
N1642,18,52,16,16
N1643,19~21,351~355,20,24
S1187,17~19,234~226,3,5
S1188,31,168,4,5
S1189,15~17,240~237,23,27
