No,lat,lon,first,last
N1767,/,/,1,4
N1768,35,85,4,8
N1769,14~15,340~347,5,8
N1770,18~21,296~301,6,12
N1771,22~24,295~303,7,15
N1772,7~12,254~261,7,18
N1773,13~18,251~260,7,18
N1774,14~18,287~296,10,15
N1775,14,244,12,12
N1776,18~21,160~171,15,24
N1777,29~32,116~120,18,28
N1778,35,107,18,24
N1779,20~25,142~154,20,28
N1780,25~26,94~103,28,30
N1781,16,34~37,28,28
N1782,18~20,28~31,28,30
N1783,23~26,2~4,30,30
S1217,19~21,43~47,4,6
S1218,15~16,173~177,20,23
S1219,18,153,21,21
