no,lat,lon,first,last
N3124,6,18,5,5
N3125,4,28~29,6,6
N3126,5~7,14~21,10,13
N3127,3~10,263~270,10,21
N3128,8,191,16,18
N3129,8,182~183,18,20
N3130,10~12,135~139,26,28
N3131,7~10,19~25,29,30
S2504,8~9,21~22,2,12
S2505,4~5,346~347,3,15
S2506,13,45~49,5,6
S2507,15,336~340,5,6
S2508,14,5~7,6,6
S2509,20,338,10,10
S2510,10~15,262~271,10,18
S2511,17,255,10,18
S2512,10,272,11,11
S2513,5~8,13~23,29,30
S2514,11~13,51~55,30,30
S2515,15,31,30,30
