no,ns,lat
175,N,22~23
176,N,20
177,N,23~25
147,S,23
148,S,20~24
178,N,12
179,N,15~18
180,N,32~35
181,N,23
182,N,14
149,S,29~31
183,N,27
184,N,20
150,S,14
185,N,16
186,N,15
187,N,24
151,S,22
152,S,23~27
188,N,23~24
189,N,24
153,S,23
154,S,25~28
155,S,31
156,S,14~15
190,N,25
191,N,14~22
