no,ns,lat
132,S,14~16
164,N,24
133,S,21
134,S,23
135,S,28
165,N,25
166,N,11
167,N,19~23
136,S,24
137,S,27
168,N,28~32
169,N,17~18
138,S,20~21
139,S,16~19
170,N,11~14
140,S,14
141,S,30~32
171,N,36
142,S,26
172,N,18
173,N,22
174,N,24~26
145,S,15~19
146,S,24~27
