no,lat,lon,first,last
N1634,/,/,1,1
N1635,3~4,299~303,1,5
N1636,26~27,182~188,3,12
N1637,21~22,55~58,12,18
N1638,25,5~10,24,26
N1639,18~22,212~225,28,30
S1186,26,221,29,29
