no,lat,lon,first,last
N6529,4~5,330~331,feb.15,feb.15
N6530,5~8,200~206,feb.20,feb.24
N6531,8~10,231~237,feb.24,feb.27
N6532,12,208~210,feb.24,feb.24
S6334,10,287,feb.16,feb.16
S6335,10~12,148~151,feb.29,feb.29
