no,ns,lat
1809,S,11~12
1810,N,14
1811,S,12~15
1812,S,19
1813,S,15~17
1814,N,8~12
1815,N,24~30
1816,N,14
1817,N,31
1818,N,10~20
1819,N,24~25
1820,N,17~18
1821,N,25
1822,N,8~10
1823,N,11
1824,N,2~4
1825,S,13~17
1826,N,20
