no,lat,lon,first,last
N3204,2~7,207~212,10,20
N3205,5~6,140~141,15,26
N3206,3~6,357~1,26,28
S2572,/,/,1,6
S2574,8~10,124~129,18,20
S2575,6~10,37~47,22,30
