no,lat,lon,first,last
N3137,8~11,284~288,1,8
N3138,4,339,2,2
N3139,6,279,3,3
N3140,6~7,287~288,6,6
N3141,4,283,7,7
N3142,4~7,223~232,13,14
N3143,9~13,94~104,16,27
N3144,-1~p2,73~79,19,25
N3145,5~10,44~55,21,25
N3146,3,34~38,27,30
N3147,0~1,39~40,28,28
S2520,/,/,1,3
S2521,12,24~26,5,5
