no,lat,lon,first,last
N2826,17~18,94~100,4,12
N2827,0~5,125~132,8,8
N2828,20,84,8,8
N2829,3~4,49~51,8,8
N2830,12,319,12,19
N2831,14,291,13,13
N2832,5~6,275~281,13,24
N2833,12~14,292~298,19,23
N2834,16,187~189,23,23
N2835,8~16,75~83,29,30
S2086,/,/,1,1
S2088,9,102,1,2
S2089,5~8,115~128,2,8
S2090,13~15,358~3,12,16
S2091,10~14,268~283,16,19
S2092,2,244,19,19
S2093,4~6,230~233,19,23
S2094,11~15,189~194,23,30
S2095,3~7,127~134,24,30
S2096,4~7,115~123,27,30
S2097,11,134,30,30
