No,lat,lon,first,last
N4932,15~16,89~90,nov.2,nov.13
N4933,7~8,133~135,nov.6,nov.6
N4934,16,95,nov.8,nov.8
N4935,18,82,nov.8,nov.8
N4936,15~18,115~121,nov.28,dec.4
S4353,16,152~153,nov.1,nov.3
S4354,12~15,79~87,nov.3,nov.10
S4355,15~18,90~92,nov.6,nov.14
S4356,8,72,nov.6,nov.8
S4357,5~10,59~63,nov.6,nov.13
S4358,10~12,107~111,nov.7,nov.11
S4359,18,27,nov.8,nov.12
S4360,11,70,nov.9,nov.9
S4361,12~14,2~8,nov.13,nov.19
S4362,13~16,323~329,nov.15,nov.20
