No,lat,lon,first,last
N1594,/,/,1,5
N1597,20~22,145~134,4,10
N1598,19~20,43~47,15,22
N1599,30,333~335,22,22
N1600,21,254~252,23,30
N1601,19,240~242,23,30
N1602,6~3,162~156,30,31
