no,lat,lon,first,last
N2424,/,/,1,2
N2427,/,/,1,3
N2429,14~20,329~340,2,12
N2430,13,40,3,6
N2431,16,1~2,3,3
N2432,25~26,297~305,3,12
N2433,23,289,6,6
N2434,9~12,251~257,6,18
N2435,22~23,297~280,11,11
N2436,14,249,12,12
N2437,2~4,166~170,13,19
N2438,8~14,82~90,18,30
N2439,15~16,175~178,23,23
N2440,6~15,51~74,23,31
N2441,4~6,84~88,24,29
N2442,20,14~17,26,26
N2443,16~18,336~347,27,31
N2444,19~21,330~332,29,31
N2445,18~21,309~316,31,31
S1694,/,/,2,3
S1695,/,/,2,4
S1696,/,/,2,4
S1697,/,/,2,5
S1698,/,/,2,6
S1699,-14~17,274~276,4,15
S1700,15,3,5,5
S1701,5,322~324,9,9
S1702,15,300,13,13
S1703,5~8,324~341,13,18
S1704,29~30,192~197,17,19
S1705,11~12,138~143,23,24
S1706,7,132,23,23
S1707,27~29,100~105,23,26
S1708,10~14,57~62,23,31
S1709,6,103,24,24
S1710,24,101,24,24
S1711,9~12,14~22,24,31
S1712,15,65,26,27
S1713,4,0,26,31
S1714,7,63,27,27
S1715,15~16,18~19,27,28
S1716,14,328~329,28,31
S1717,15,24~30,30,31
